MidiFile.mid
@508, Channel 5, Program change: DistortionGt36670,5
36801,4
36845,4
36890,5
37166,5
37262,5
37632,5
37728,1
37776,6
37824,5
37920,1
37968,6
38016,6
38300,5
38395,6
38445,6
38487,6
38533,6
38589,6
38795,6
38835,6
38878,6
38918,6
38950,6
38967,6
38983,6
39000,6
39025,6
39056,6
39083,6
39114,1
39142,6
39169,1
39191,6
39216,1
39232,5
39252,1
39288,5
39328,5
39645,5
39679,5
39710,5
39737,5
39769,1
39812,6
39849,6
39882,6
39916,6
39956,6
40064,5
40100,5
40126,1
40163,6
40196,6
40228,6
40265,6
40307,6
40358,6
40608,1
40660,6
40711,5
40807,1
40856,6
40906,5
40996,1
41044,6
41103,6
41376,4
41429,5
41477,5
41670,6
41862,5
42150,5
42246,5
42438,4
42626,3
42627,3
56640,2
56654,3
57416,2
57419,2
58083,2
58084,3
58180,3
58310,2
58372,2
58435,2
58561,2
58692,2
58758,1
58821,3
58953,3
59077,2
59140,2
59202,2
59275,2
59328,2
59393,2
59460,2
59715,3
59843,2
59908,2
59970,2
60098,2
60229,2
60293,1
60357,3
60489,3
60612,2
60677,2
60738,2
60863,2
60932,1
60994,2
61252,2
62401,3
62785,2
63172,1
63234,3
63301,3
63364,1
63427,3
63489,3
63554,2
63684,4
63944,2
64707,2
65097,3
65474,3
65975,3
66102,3
66230,3
66999,2
67397,3
67522,3
67666,1
67732,2
67783,1
68527,2
68928,1
69051,3
69124,3
69179,3
69239,1
69312,1
69683,2
70066,1
70448,2
70784,1
70845,1
70852,3
70982,2
71044,2
71107,2
71233,2
71364,2
71430,1
71493,3
71625,3
71749,2
71812,2
71874,2
71947,2
72000,2
72065,2
72132,2
72387,3
72515,2
72580,2
72642,2
72770,2
72901,2
72965,1
73029,3
73161,3
73284,2
73410,2
73535,2
73668,1
73732,3
73794,3
73928,3
73995,3
74060,1
74173,3
74236,1
74298,4
74416,1
74488,4
74554,4
74689,2
74690,3
75441,2
75648,3
75710,3
75774,3
75837,3
75900,3
75963,3
76026,3
76088,1
76223,2
76225,3
77055,1
77055,2
78576,1
78622,4
78669,5
78719,5
79344,1
79391,4
79440,5
79488,5
79676,4
79879,4
80060,4
80204,4
80253,4
80452,4
80584,5
80612,5
80645,5
80736,5
80829,5
80832,5
80848,1
80848,6
81037,6
81037,6
81134,6
81134,6
81224,5
81234,5
81234,6
81234,6
81601,5
81601,6
81602,5
81884,5
81884,6
81887,5
81887,1
81887,6
81894,5
81986,5
81989,5
81994,1
81994,6
81997,5
81997,6
82360,5
82361,5
82364,5
82368,6
82371,6
82661,1
82661,6
82664,6
82668,5
82758,5
82765,1
82765,6
82768,1
83123,5
83123,1
